Å°,¸ö¹«°Ô
178.2,60.1
170,50.1
173.2,66
170.5,58.8
174.1,69
174.2,60.4
169.4,69.8
179.1,63.2
176.9,77.3
170.5,68.9
177.5,67.9
170.2,47.7
172.6,74.5
172.5,55.4
167.6,65.9
170.1,60.3
174.8,77.5
174.2,52.2
170.1,60.3
174.8,77.5
174.2,52.2
164.1,62.9
168.7,76.1
172,67.8
164.3,59.6
158.1,48.9
160.9,46.9
156.4,53.7
157.9,59.1
162.1,63.3
161.2,48.6
161.6,50.3
165.3,46.5
169.3,56.8
163,76.1
152.7,64.3
159.3,52.3
155.2,44.7
160.1,52.9
155.9,48.5
166.8,55.4
155.1,53.9
157.5,53.2
155.7,69.1
159.7,52.2
154.6,44.3
157.3,45.3
160.9,62.1
162.8,57.3
159.4,56.2
168.6,47.8
164.1,61.7
163.4,49.9
159.9,43.4
164.1,57.4
164.1,51.9
164.1,51.9
170.2,66.8
173.1,78.7
174.9,59.6
165,72.2
167.7,64.8
178.4,75.8
168.1,82.5
166.5,57.3
176.1,72
182.1,57.6
162.4,53.4
168.3,70.1
170.4,53.1
178.7,89.1
171.5,52.2
179.6,74.9
183.9,65.4
174.2,59.1
178.1,102.1
174.1,68.1
174.8,76
176.2,73.9
168.7,58.1
165.2,74
164.6,62.2
181.9,59.8
171.4,65.3
182.4,69.4
170.2,72
181.9,59.8
165.2,74
164.6,62.2
181.9,59.8
171.4,65.3
182.4,69.4
170.2,72
171.9,60.4
173.8,54.9
165.5,46.1
156.7,62
164.2,52.6
157.9,76.1
170.4,79.5
160.8,50.8
152.6,40.7
155,49
158.1,60.8
159.4,56.9
159.8,71.2
159.5,60.1
161.5,52.5
167.4,64.9
166.4,59.9
155,49.6
152.9,65.5
169.7,54.6
164,50.5
159.9,43.2
161,71.8
169.4,57
159.5,48.8
161.9,60.7
157.2,59.1
160.6,53.3
152.1,50.6
159,59.8
157.6,65.6
159.2,56
165.8,53
162.4,59.1
165,60.1
160.2,57
160.4,64.2
158.6,73.5
163.7,56.5
161.2,44.9
161.2,44.9
166.5,63.5
169.5,73.2
180,82.8
179.6,80
184.9,70.5
174.8,55
183.5,86.4
175.2,65.7
169.4,74.6
169.6,62.3
169.8,54.5
178.8,115.5
171.3,59.6
172.1,60.3
172.3,45.8
169.1,54.6
167.6,53.9
173.6,78.1
173.6,54.6
170.3,69.1
165.4,57.4
161.6,54.7
147.1,36.2
157.4,48.5
165.1,83.8
165.8,61.2
151.9,50.9
159.9,46.3
163.6,65.2
166,51.5
166.1,56.6
158.7,76.7
155.8,49
166.5,63.8
154.3,44.8
171.8,64.3
158.4,49.8
164.7,49.2
159,47.1
161.9,51.6
174.4,79.3
176,64.5
168.2,56.2
174.8,63.2
171.9,78.1
165.2,65.5
177.6,53.3
166.9,68.5
164.4,46.3
157.3,48.2
171.1,53.2
170.9,60.9
165.4,79.7
165.5,91.2
170.1,56
169.3,75.5
176.3,60.5
163.9,67.9
173.3,56.5
183.8,107.4
165.3,50.5
167,56
163.6,62
162.2,63.4
164.7,48.8
156,54
159,45
160.8,63.2
150,41
155.3,54
160,49
170.2,85
166.9,60.5
168.2,61
162.7,45.8
159,48
155.4,50.3
158,42
155,46
155,48
178.5,78
164.7,56.1
176.4,91.8
173.7,70.7
167.4,54.5
168.2,66
178.7,64.3
173,57
173.2,60.8
175,74.9
175.3,56.4
183.3,88
169.4,60.5
166.4,51.5
173.8,70.9
188.6,73
172.7,69.4
173.8,56.5
171.1,49
171.3,65.7
164.7,95.6
162,53.5
163.7,62.7
158.7,57.5
155.5,47.3
157.5,55.7
163.1,64
161.8,51.6
166.5,71.5
165.6,58.4
159.8,47.6
162.5,59.3
154.5,35
163.8,51.4
160.7,52.9
152.6,52.7
160.6,49.7
164.6,58.2
150.9,51.8
166,59.2
168.4,58.1
170.4,66.8
164.9,55.6
169.9,75
171.7,48.6
175.1,49.2
168.9,81.6
171.3,64.8
167.5,46
169.8,72.1
170.9,65
177,97.3
169.2,53.9
175.9,73.6
178.7,90.4
169.3,67.4
171.1,91.9
184,95.6
164.4,52.9
163.7,49.8
158.4,51.6
166.9,57.3
162.5,62.5
164.6,99.8
168.8,69
159.1,50.7
172.5,56.2
167.3,60.4
176.2,69.9
177,66.1
175.7,57
178.6,61.6
176.3,81.8
176.2,120
176.2,77.6
162.9,49.6
167.9,65.3
174.8,61
171.2,52.3
177.3,59.3
182.2,76.8
158.8,55
162,66.4
164.4,54.8
159.6,55.4
163,56.1
164.1,50.5
158.2,59.3
154.6,44.5
159,51.6
171.5,67.4
177.3,64.4
180.3,56.4
164.6,66.1
180,83
166.9,52.9
171.7,76.8
185.4,67.8
174.9,86.2
172.5,59.8
158.3,59.3
157.6,57.8
181,57.1
173,87.5
172.1,64.1
175.3,67.6
171.4,62.9
178.7,56
177.9,77.6
168.3,62.4
157.2,61.8
162.3,51.5
167.5,69.7
171.2,65.3
172.7,64.8
169.1,50.2
177.6,56.7
163.5,51.4
170.7,53.2
171.5,59.1
167.7,92.8
171.3,51.4
167,57.2
174.6,61.4
166.2,56.4
173.3,66
175.2,77.6
175.2,63.7
173.6,53.4
179.3,54.7
170.9,54.8
172.8,72.5
171.8,64.1
173.4,57.1
169.8,50.8
164.5,55
171.5,58.3
176,61.3
172.3,71.7
163.8,50.8
177.7,78.3
166.6,68.2
169.7,63
169.3,74.3
169.9,75.1
182.9,64.1
169,55.2
162.7,57.3
166.8,51.4
160.1,53.4
156.2,57.2
148.7,46.1
166.8,53.5
154.8,45.2
160.6,80.5
154.1,49.6
160.5,59.6
168.2,53.8
158.3,57.9
168,73.5
158.5,55.8
168,52.9
159.9,42.7
159.3,56.3
164.3,52.3
158.9,61.7
160.7,56.5
160.6,41.3
160.6,76.3
154.3,53.5
162.6,58.5
158.7,40.8
161.4,50.9
162.1,52.9
168.6,47.8
164.7,55.9
160.9,46
160.2,46.1
163.2,59.6
160.3,70.5
172.4,53.7
158.6,53.7
153,48.6
181.3,78.1
163.6,77.6
168.6,56.8
170.1,67.7
176.3,67.1
165.5,86.5
182.6,73.1
185,73.3
171.7,65.3
173.6,89.6
170.6,55.5
165.4,56.9
161.9,50.6
175.3,85.4
171.5,73.1
173,56.7
173.1,98.5
177.1,93.1
173.8,74.3
176.6,100.1
177,68.4
171.2,54.9
157.6,46.5
174.1,54.8
166.2,68.1
179.2,78.9
174,64.3
180.2,62.1
168.1,55.4
165.7,62.8
168.8,67
173.4,52.7
180.4,63.8
172.6,78.6
166,70.9
164.9,59.6
161.5,49.3
159.4,47.3
167.8,78.3
152,48.1
164.3,61.6
167.2,61.5
170.6,66
162.8,53.4
163.5,54.4
160.9,53.3
166,68.4
164.4,49.3
157,48.1
160.3,70.3
164.4,102
164.3,57
169.4,74.4
158.8,64.1
152.4,63.4
158.1,55.3
150.2,47.1
155.9,53.3
164.5,49.2
165.1,50.6
162.6,55
165,52.1
152.7,46.9
165.6,67.1
162.8,50.8
155,43.6
158.8,46.1
177.1,65.1
175.4,65.2
173,67.4
178,58.9
164.4,61.6
179.2,57.1
178,63
173.3,118.3
176.5,64.4
178.3,77.1
176.6,58.6
164.9,61.9
162.4,71.7
166.5,53
162.2,53.8
170.1,77.3
177.3,54.4
174.6,61.5
165.3,61.3
167.1,71.1
160.4,60.3
174,68.2
173.3,59.5
165.6,59.2
163.8,60.5
174,66
177.3,39.2
176,74.4
167.8,61.1
168.6,76
178.7,93.1
170.3,57
175.7,86.6
185,71.9
172.4,63.5
169.6,66.6
168.6,59.6
165.7,48.6
169.4,72
161,59
167,59
163,52
154,52
168,61
164,50
157,60
162,58
164,57
161.7,93.1
160,87
160,53
167,55
152.4,47.5
160,55
163,53
166.8,51.3
160,51
163,79
162,56
163,54
167,80
168,54
167,68
156.4,47.6
156,42
163,60
161,60
171,79.1
175.8,69.5
174.7,68
158.2,69.4
160.5,56.1
163.4,55.7
164.3,55.2
167.5,48.6
158.7,56.5
159.7,49.6
162.3,50.1
160.2,55.5
163.5,68.4
156,39.9
165.6,52.4
161.1,48.4
159.4,55.2
152.8,51
163.6,57.9
158.8,58.4
160.2,53.9
157.5,57.5
158.5,50.7
169.5,48.9
165.8,48.5
157.7,41.4
154.6,41
164.4,48.2
158.5,43.9
154.8,54.8
159.2,65.5
157.7,49.1
163.6,53.2
157.3,46.3
162.9,54.5
156,45.9
167.6,51
166.5,57.5
153.8,39.5
164.2,61.4
171,54
174,54
181,60
179,63
183,78
164,55
152,49
159,48
162,48
158,56
164,47
156,49
173,57
164,50
157,50
164.5,51
160,48
160,49
167,52
157,48
168,55
156,56
163,58
164,53
156,48
152,45
163,54
160,56
162,50
158,60
165,54
158,52
160,51
161,54
165,47
161,54
159,55
167,55
174,54
166,61
184,65
160,48
160,46
161,52
167,57
165,70
153,51
164,54
159,49
166,54
156,48
166,52
171,57
164,50
158,48
160,55
170,57
162,48
158,45
158,45
165,50
168,67
155,43
160,49
158,48
158,41
162,42
164,55
164,52
168,55
160,55
163,60
162,56
163,52
172,56
172.4,77.3
175.2,70.6
174.5,57.3
168.2,86.3
184.7,62.6
170,65.3
169.8,55.4
172.6,81
171,59
174.9,74.9
173.2,69.3
172.6,77.7
179.2,59
162.1,55.8
171.2,60
172.2,73
174,76.1
173.1,67.2
161.1,51.8
172.9,59.9
171.5,58.2
164.5,57.7
171.7,63.9
172.9,57.3
169.6,58.5
171,65.8
172.2,77.2
175.2,66.5
180,109.3
162.9,60.1
166,59.5
155.4,46.4
163.9,44.3
153.5,50.9
162.2,58.6
162.4,56.5
157.7,52.4
164.4,48.5
156.7,50.2
159.1,46.3
153.8,45.3
160,45.3
162.8,79
160.6,48
150.6,50
160.3,54
167.1,63.9
154.6,67
162.3,56.4
162.6,51.9
163.1,64.8
158.5,47
164,56.2
159.1,50.6
157.2,46.7
165.1,62.9
164.4,55.8
165,60.8
161.2,54.4
160.1,61.8
151.9,56.8
166.2,58.6
159,48.2
173,64.6
177,89
174,74
174,62
166,48
177,59
172,61
173,60
164,59
174,69
182,70
184,68
167,56
171,56
173,55
176,53
180,79
178,78
173,71
172,71
175,65
173,56
173,62
174,66
175,62
173,71
169,66
171,53
172,61
180,60
171,63
170,52
175,60
186,103
169,65
175,61
180,62
178,57
162,46
177,66
161.4,59.4
158.6,51.2
154.8,51
165.6,47.4
158.8,51.2
160.2,54
164.6,59.1
154.7,53.4
166.6,56.5
163.3,56
159.3,81.5
162.3,72.1
169.1,54.1
161.7,52.6
161.1,51
161,63
164,55.5
161.7,73.4
162,54.3
157.3,58.4
158.1,48.2
160,51.2
162.3,87.8
157.6,52.3
159.9,52
167.9,63.8
173.5,66.6
165.1,59.7
164,64
152.9,45.6
150.1,51.7
156.9,49.9
164,58.1
162.4,56
160.4,48.6
162,80.2
154.7,45.4
162.4,64.1
163.1,59
156.3,48.9
167.3,63.3
170.6,68.6
178.2,66.5
172,55.7
177.7,85.9
178.7,68.9
177.5,90
180.7,88.9
183.5,74.7
191.5,85.1
171.8,67.7
182.1,64.4
167.2,70.2
188.6,73
176.2,67.5
173.7,62.6
176.9,85.7
172.9,77.6
178,63.7
176.9,56.4
173.3,56.9
176,56.4
177,79.7
176.5,72
180.8,69.8
184.5,66.2
168.8,61.1
176.6,69.2
177,56
171.5,81.5
174.6,78.5
173.3,64
178.7,81.9
163,57
157,38.1
168,56
155.1,54
166,58
161,72.5
165.8,48
155,76
167.7,69.6
158.6,53.6
150.5,42.9
167.2,58
158,60
161,53
169,68
178,66
158.7,54.3
171.5,57.4
161.9,55.1
160.8,49.4
158.5,51.4
167.9,65.5
159.6,57.4
172.9,81
163.7,76.8
162.4,58.6
175.7,80.4
164.7,68.8
168,58.6
161.7,61
164.7,47.8
173.2,103.6
164,48
148.9,55.5
162.9,92.7
164,55.3
149,66.4
170.7,83.9
157.7,38.5
163,63
160,53
161.3,50.4
173.7,58.2
172.5,52.9
171.8,72.1
172,59.4
174.2,76.2
169,72
176.6,48.3
175.1,75.4
172.5,63.2
174,66
178.1,63.9
163.4,63.9
178.7,86
168,60.7
165,32
167.4,48.1
170.7,73.3
167.6,60.5
176.7,80.8
180.2,66.4
160.9,53.9
177.6,71.5
173,68.7
169.6,93.2
178,70
160.5,50.1
169.1,64.3
160.9,63.7
152.3,65.2
157.5,54.7
164.6,63.9
155.2,52.4
160,51.2
148.2,33
166.3,61
161.3,52.4
164,59.3
165.7,57.6
164.7,64.6
167,49.6
161.4,53.6
157.7,45.5
168.2,62.1
162.5,62.8
169,51
159.5,54.6
158.9,54.3
158.8,45.1
162.4,64.4
162,56.7
160.9,53.7
148.6,50.5
165.1,44.8
170,76
165,65
157.9,52.8
157.8,53.4
167.1,67.4
180.1,109.9
170.8,85.3
174.8,59.7
171,61
168,64
178,77.5
169,64
173,61
175,61
169.5,56
183,64.4
176.3,73
178,54.2
176,62.3
173.6,83.7
173,64.6
173,70
170,107
181,62.5
174,79
173.4,67.3
173.4,70.1
170.1,71.5
180.1,78.6
176.5,71.2
178.7,89
172.2,84
167.5,72.4
166.2,66
176.7,58
176.5,98.5
176.7,65.8
178,57.3
156.8,46.6
163.1,59.6
159.3,55.5
161.4,51.8
161,59.2
160.4,73.6
159.2,62.1
154,58.2
169.1,56.1
159.3,49
155.7,64.4
162.4,73.9
168,66.8
175.6,79
160.3,54.3
170.8,67.6
151.5,64.7
163.6,66
162.7,59.4
168.5,72.9
165.8,68.8
160,51.8
166.1,63.4
169.8,61.4
160.6,50.4
158.8,59.7
159.1,60.3
161.9,49.3
165.5,59.7
163.4,59.8
166.7,49.9
159,58
165.3,64.6
166.8,52.1
154,49.8
158.1,69.8
151.5,50.1
164.5,54
177,70
177.1,104.6
180.3,55
169.6,69
176.6,77.4
188.7,78.4
172.6,54.7
169.6,106.2
176.1,90.2
177.3,85.1
176.5,100.6
165.5,59
172.2,51.3
184,79.5
177.2,64.1
161.1,45.5
174.4,76.8
168.7,65.4
173.5,94.8
168.7,75.7
170.4,64.9
182.7,63.5
175.7,71.9
172.2,69.2
173.4,67
169.5,80.6
170,76
179.8,74.5
176.3,73.7
163.6,59.1
183.9,73.1
182,68.5
172.1,59
167.9,55.1
157.5,64.9
168.7,56.3
158.2,45.8
159.3,47
163,52
166.3,61.9
160,48.6
165.2,57.6
158.5,46.5
171.8,59.2
162.5,54.5
155,48.3
162.4,63.7
162.4,63.7
158,51.1
163,59
168.5,62
161.8,52.5
169.1,56.4
157.4,74.4
161.1,46
166.7,56.2
163.1,58.2
160.9,56.9
160.4,61.2
166.4,62.1
159.8,55.2
163.8,50.3
156.3,55
159.1,51.8
163.9,49.9
164.4,50.6
169.3,54.3
160.2,48.6
156,52.9
156,46
158,48
166,57
173.7,59.2
178.6,93.4
166.3,53.9
171.2,72.2
177,59.3
176.8,59.3
158.7,47.4
155.3,51
158.5,43.6
162.6,49.1
167.6,58.9
167.4,63.5
165.9,49.6
150.5,46.9
155.5,51.9
158.5,50.7
158.1,60.8
163.6,56.9
160.5,52.9
159.3,39
158.7,55.1
173.8,59.5
160.8,53.5
167.2,49.7
162,55
156.4,53.2
151.2,44.2
174,75
180,60
176,64
174,84
172,70
173,64.6
165,57.6
163,45
155,48
164,56
158,45
162,50
163,62
161,66
169,61
165,62
162,48
176,57
164,65
164,56.3
164,56.3
167,58.3
159,52.1
164,56.3
162,54.7
184.3,78.9
168.1,80.3
167.3,67.2
179,78.9
166.3,72.1
183.8,78.1
177.5,72.5
189,98
158.3,49
156.5,57.4
167.1,53.1
168,61.3
167.4,73.3
162.1,49.2
158.7,19.3
165,63.3
167.2,68.9
161.5,60.7
161.4,48.7
159,58.8
164,55.9
158.8,50.2
162.6,53.2
155,58.1
163.3,70.6
154.1,56.3
158.1,53
160.6,50.9
171.5,89.7
169,64.5
169,62.2
175.1,90.2
175,75.4
165.3,48.7
179,73.6
165.1,49.7
172,68.4
176,96.6
177,63.2
178.3,88
168,53.3
176.3,58.1
176.3,55.7
184,57.9
174,69
178,62.8
173,53.7
172,71.9
178,73.5
174.3,57.6
177,58.4
176,55.5
181,66.2
177,60
172.3,63.8
175.3,57.3
177,59.3
162.3,72.1
162,65.2
160,49.3
159,54.3
159,56.6
156,59.3
151.2,82.6
153.1,47.8
152,45.1
158.2,74.4
159.2,59.3
164,60.1
156.1,54.7
159.3,43.6
158,57.3
166,60.7
165,50.3
159,58.7
169.4,74.5
155,55.5
154.3,53.6
165.3,65.1
158.2,57.9
173,71
173,57
166.6,71
173,69
175.2,60
163,50
164,60
166,57
187.8,72
178,80
168,62
166,55
157.7,70
174,57
174,65
168,51
177,74
171.1,63
160,58
175,68
165.6,59
174,53
170,52
174,74
183,73
163,59
168.8,51
177,60
169.2,57
158,53
170,60
158,59
162,63
169,59
162,49
162,49
165.7,62
155.1,51
158.6,70
148,36
165,46
154,48
163,62
159,51.2
153,47
155,45
158,58
164,51
167,53
161,53
159.8,52.2
162,53
156,53
157,42
163,75
156,63
158.6,51
177,69.5
170.3,61
176,70
176,73
173.5,54
170,68
176,73
167,80
166,63
178,66
175.3,69
168.7,68
184,78
161.4,70
165,50.9
163,53
158,51
160,47
159,70
156,55
151,50
160,55
160,55
164,60
159.8,59
166,52
163.4,49.5
170.2,53.1
173.5,56.8
171.3,70.1
170.2,67.6
175.1,67.4
173.5,71.3
173.4,53.9
177.6,58
181.5,91.7
169,57
186,76
176.9,58
164.2,54.8
156.2,65.3
159.2,58
159,47
164.9,49.5
164.1,64
153.5,47
166,54.9
158,56.4
171.4,87.4
160.5,55.2
162.6,57.7
154.2,50.5
155.7,51.6
156.8,55.1
164,73
178,73
174,71
165,60
177,59
166,52
172,63
173,75
172,65
170,66
164,74
169,70
160,56
157,51
161,52
169,79
157,73
155,54
155,50
170,56
153,54
152,56
156,49
158,63
156,52
170,70
161,51
160,55
162,64
174,78
168,92.5
174,61
169,65
162,72
159,50
166,101
170,70
175,65
170,75
177,64
164,60
176.9,77
167.3,68.6
160.8,77
160.5,56
162,53
159,50
163,52
166,58
158.9,51
165,50
164,62
150,43
158.4,52
165.8,62
163,61
157,52
163.2,54
165.5,52
163,53
176.3,75.6
162.2,57.4
183.6,83.2
176.4,57.7
172.1,74.3
168.3,81
172.6,58.7
170,68.5
177.8,62.3
163.8,81.5
168,66
181,53.3
163.7,51
176.4,69.1
159,45.4
173,77.7
176,57.7
162.7,56.6
165.4,48
158.3,52.1
158.8,45.8
164.2,64.6
163.5,51.5
155.8,55.8
167.7,56.2
162,53.9
161.6,64.9
155.8,56.2
154.2,59.9
165.6,61.6
166.2,69.4
180.6,57
175.2,54.6
178,91.5
168.9,57.1
156.6,46.3
162.3,57.5
182.7,73.5
169.9,57.3
156.7,68.2
155.1,58
159.6,62.2
156.1,71.1
163.8,49.5
171.2,64.9
164.6,49.7
188.5,93.2
171.5,65.8
167.3,62.8
162.3,49.3
169.8,80.7
178.2,65.4
162.1,60.6
173.3,58.3
171.5,53.5
154.6,47.5
162.3,57.5
162.3,57.5
171.4,50.6
170.6,57
176.2,65.6
175.9,72.7
176.3,73.8
176,72.3
184,84.5
173,85
177.8,69.1
177.7,70.2
163.1,70
172.1,60.5
175,60.2
177.4,60.5
165.6,69.3
165.6,64.8
177.4,59.7
167.2,57.5
171.7,65.8
167.5,54.9
175.2,55.7
181.1,59.7
170.5,64.3
170.5,68.1
167,60
173.2,72
163.7,66.7
154.4,66.1
155,65.5
158.3,56.8
156.8,62.2
160.7,57.5
167,54.4
163.6,47.9
155.7,53.8
161,55
168,60
173.6,71.5
165,46
182.5,100.7
172.5,54.2
168.7,78.4
167.8,52.3
165.1,43
174.1,76.5
166.4,50.4
176,60
166.6,61.5
172.2,61.3
170.7,75.6
168.9,73.9
178.2,50.2
161.6,49
170.8,73.7
164.5,49.1
180.4,72.6
166.4,60.3
162.9,49.6
169.7,55.3
170.4,53.5
170.6,52.5
169.3,57.4
178.2,98.7
170.4,80
168.6,56.5
170.4,64.6
174.8,59.5
179,63.4
169.5,62.3
167.6,54.3
163.2,68
174.8,100.6
177.6,66.5
169.1,74.1
176.4,65.8
170.7,77.5
166.4,56.1
177.2,63
175.3,46.8
177.1,65.2
177.3,64.3
181.6,70.6
165.3,48
175.9,53
169.7,91.6
175.9,101
171.3,79.2
165.9,55.9
165.9,60.5
189.4,71.5
185.5,72
184.4,68.7
189.6,73.4
152.2,51.3
173.7,95.2
172.4,96.9
172,54.3
178.5,76.1
167.4,56.4
168.1,56.1
176.1,58.9
166.5,63.1
172.5,54.7
170.7,58.7
157.5,55.2
158.8,49.8
167.5,44.3
160.5,55
161.5,67.9
174.3,83
157.7,51.8
173.4,61.1
169.6,56.8
175,69.4
173.9,71.9
173.3,54.8
168,55.2
173.9,72.4
174,59
167.4,55.7
173.9,99.2
164,49.9
150.9,51.2
172.3,55.4
169.9,63.4
157.3,49.2
161.1,53.5
156.3,55.5
163.5,62.5
155.5,50.8
168,60.3
161.9,48
163.4,71.4
165.5,60.1
157,58.8
165.8,75.2
171.1,55.4
178,53.9
180,71.4
163.2,62.5
173,64.3
172,61.1
179.5,53
168.6,53.5
158.1,65.4
174.2,62.5
159,74.6
172.7,50.8
169.8,54.8
160.8,56.7
167.8,58.2
149.1,39.9
161.4,57.6
162.1,70.3
158.5,55.7
164.1,59.5
169.3,60.2
158.1,55.5
156.5,51.3
160.7,64.9
160.8,47.9
159.6,78.4
170.8,55.7
166.8,95.7
183.1,56.7
177.8,57.5
169.3,54.9
180.3,54.4
165.7,79.9
182,55.4
178.4,66.3
157.5,60.3
158.8,42.4
159.9,56.6
163.6,76.6
163,62.7
158.2,65.5
159.6,64.8
165.5,66.3
163.7,56.2
161.3,45.9
167.8,64.8
158.4,42.5
158.9,60.9
161.8,60.8
161.4,49.8
174,63
171.7,64
182.4,71
163.1,56
172.8,54
170.3,57
178.8,72
168.8,54
161,44
173.1,47
165.8,47
170.3,55
174.6,52
174.4,66
180.8,68
153,69
162.7,45
160,53
154,51
157.3,50
163.7,54
149.1,47
162.9,53
167.9,52
160.5,55
167,46.8
168.7,57.7
180,113.8
173.6,53.6
172.1,50.8
174.4,65.4
169.7,68.5
171.4,83
161.3,52
183.5,118
169.4,58.5
174.2,52.4
160,50
158.4,44.4
164.9,53.7
161.3,48.4
163.4,56.3
162.1,56
166.4,72.6
170.1,62.9
160,64.7
159.5,54.1
161.6,74.1
161.4,74.3
155.1,60
173.5,96.4
175.4,61.4
172.5,64.4
161.1,75.7
176.9,53.3
178.8,64.6
174.7,89.1
168.6,59.6
167.6,56.6
172,74.4
172.6,79.9
171,55.5
159.9,72.8
160.8,62.8
160.7,48.2
168,56.7
152.9,45.3
160.3,58.6
160.9,47.5
156.6,55.2
160.8,49.6
165.7,44.7
160.5,50
163.9,58.4
171,68.9
170.2,78.2
174.5,68.6
170,66.3
167.3,82.2
164,48.8
174.8,72.1
169.4,92.2
170.1,53.9
175.7,93.7
182.7,62.6
181.3,93.3
169.2,83.4
168.5,78.3
176.2,88.5
166.5,70.4
175.2,75.9
173.8,102.6
173.6,88.2
158.7,70.1
156.7,46.5
168.3,54.9
163.2,51.3
162.1,55
160.4,48.1
164.3,48.7
177.4,53.8
174.2,55.4
172.8,59.1
170.2,59.2
170.5,67.3
173.5,53.5
170.7,89.4
172,62.1
169.6,50.4
174.4,82
171.1,59.1
154.5,43.7
158,44.7
156.7,45
153.2,57.8
154.2,48.9
170.4,61
167.8,54.5
166.9,89.5
169.1,60.1
181.6,91.9
171.1,56.7
180.9,112.8
169.3,51.9
170.8,59.4
165.5,60.5
173.2,56.4
182.3,70.3
164.5,67.1
163.4,67.5
155.5,56.2
154.8,51.1
167.2,99.3
167,52.9
165.4,67
166.1,60.2
158.3,45.8
156.9,61.7
164.7,58.5
171.9,57.3
169.4,56.7
166.4,55
174.4,87.2
171.9,109
174.5,95.8
176.5,90.6
162.4,56.9
164,59
177.8,75.1
175,68
174.4,68.6
169.6,55.1
171.2,82.6
163,82.9
161.7,85.3
160.1,58.8
152.7,70.2
162.3,70.1
155,47.3
163.1,53.7
168.4,52.1
153.4,47.9
166.6,55.3
154.1,48.1
175.4,83.3
170.4,62.1
168.7,54.6
172.3,50.6
156.7,44
181.1,63.5
171.2,70.4
173.6,74.1
166.6,57.5
171.5,74.2
183.1,63.6
174.7,64.6
163.5,67.4
167.7,74
180,63.7
174.3,79.5
167.2,70.8
179.2,57.2
164,54.4
158.7,45.9
154.4,48.9
164.4,81
153.4,54.1
156.5,46.5
179.5,92.1
166.6,60.2
170.4,61.4
171.9,81.7
163.8,77.7
167.9,58.6
172.8,60.2
167.8,56.2
160.2,48.8
165.9,63.7
162.4,60.1
163.9,59
152.9,48
162.9,56
161.7,50.2
156.4,40.9
162.8,51.2
161.2,39.6
158.5,57.7
160.2,63.2
168.1,53
164.8,63.5
161.4,55.6
155.5,48
152.8,59.7
172,60
173,63
174,58
185,100
167,64
177,72
165,54
175,68
175,55
168,50
165,54
166,54
168,59
178,63
186.5,59
173,68
162.7,59
161,49.9
169.4,57.9
168,78
178.3,59.5
176.5,82.9
169.4,61.1
176.9,61
178.9,78
180.8,57.6
176,72.5
168.8,73.2
161.2,59.6
170,96.7
180.7,64.5
173.6,65.6
173.1,91.6
166.2,65.5
186.8,82.1
157.7,60.9
161.7,54
158.9,47
161.3,58.1
170.6,57.8
175.5,66.1
181,88.7
176.1,50.4
174.1,88.8
169.5,63.2
159.2,52.9
162,67.7
